Unnamed: 0,headline,url,publisher,date,stock,Sentiment_DecisionTreeClassifier,Sentiment_finbert,Sentiment_LogisticRegression,Sentiment_KNeighborsClassifier,Sentiment_MultinomialNB,Sentiment_SGDClassifier,Sentiment_GradientBoostingClassifier,Sentiment_XGBClassifier,Sentiment_RandomForestClassifier,Sentiment_VADER
735123,wells fargo maintains outperform on cocacola raises price target to ,https://www.benzinga.com/news/19/04/13543255/wells-fargo-maintains-outperform-on-coca-cola-raises-price-target-to-52,Vick Meyer,2019-04-16 00:00:00,KO,1,0,1,1,1,1,1,1,1,0.625
735124,cocacola disney partner to bring custom bottles of coke products for new star wars galaxys edge land,https://www.benzinga.com/news/19/04/13533952/coca-cola-disney-partner-to-bring-customs-bottles-of-coke-products-for-new-star-wars-galaxys-edge-la,Charles Gross,2019-04-14 00:00:00,KO,1,0,1,1,1,1,1,1,1,0.2213
735125,guggenheim referencing nielsen data notes cocacola total sales increased in the wks with csd sales increasing as the company continues to benefit from its market leadership with price mix up maintains buy,https://www.benzinga.com/analyst-ratings/analyst-color/19/04/13478755/guggenheim-referencing-nielsen-data-notes-coca-cola-tot,Benzinga_Newsdesk,2019-04-03 00:00:00,KO,1,0,1,1,1,1,1,1,1,0.81245
735126,rates still in focus financial stocks might feel heat as investors concerned about yields,https://www.benzinga.com/news/earnings/19/03/13416275/rates-still-in-focus-financial-stocks-might-feel-heat-as-investors-conc,JJ Kinahan,2019-03-25 00:00:00,KO,1,1,1,0,1,1,1,1,1,0.5
735127,beverage stocks unaffected following thurs afternoon ny post article soda could cause colon cancer tumors to grow new medical study,https://www.benzinga.com/news/19/03/13407687/beverage-stocks-unaffected-following-thurs-afternoon-ny-post-article-soda-could-,Benzinga Newsdesk,2019-03-22 00:00:00,KO,1,1,1,1,1,1,1,1,1,0.17015000000000002
735128,premarket prep opening nyse imbalance update walmart k shares to sell exxonmobil k to sell chevron k to sell pg k to sell cocacola morgan stanley k to sell alibaba k to sell disney k to buy general electric k to sell,https://www.benzinga.com/news/19/03/13394129/premarket-prep-opening-nyse-imbalance-update-walmart-113k-shares-to-sell-exxonmo,Benzinga Newsdesk,2019-03-20 00:00:00,KO,1,2,0,0,0,0,1,1,1,0.648
735129,bulls bears of the week apple kroger nike oracle tesla and more,https://www.benzinga.com/trading-ideas/19/03/13374278/bulls-bears-of-the-week-apple-kroger-nike-oracle-tesla-and-more,Nelson Hem,2019-03-17 00:00:00,KO,1,2,1,1,0,1,1,1,1,0.5
735130,cocacola to report q earnings tues apr before market open,https://www.benzinga.com/news/earnings/19/03/13360512/coca-cola-to-report-q1-earnings-tues-apr-23-2019-before-market-open,Benzinga Newsdesk,2019-03-14 00:00:00,KO,1,2,1,1,1,0,1,1,1,0.5
735131,bmo downgrades monster beverages after hitting peak valuation,https://www.benzinga.com/analyst-ratings/analyst-color/19/03/13343254/bmo-downgrades-monster-beverages-after-hitting-peak-val,Jayson Derrick,2019-03-12 00:00:00,KO,1,1,0,0,0,0,1,1,0,0.5
735132,hsbc downgrades coke if the bottlers arent happy nobodys happy,https://www.benzinga.com/analyst-ratings/analyst-color/19/03/13344544/hsbc-downgrades-coke-if-the-bottlers-arent-happy-nobody,Dave Royse,2019-03-12 00:00:00,KO,1,1,1,1,1,1,1,1,1,0.14095000000000002
735133,benzingas top upgrades downgrades for march ,https://www.benzinga.com/analyst-ratings/upgrades/19/03/13343262/benzingas-top-upgrades-downgrades-for-march-12-2019,Lisa Levin,2019-03-12 00:00:00,KO,1,1,1,0,0,0,1,1,1,0.60115
735134, consumer stocks to buy right now according to quantamize,https://www.benzinga.com/trading-ideas/long-ideas/19/03/13339485/10-consumer-stocks-to-buy-right-now-according-to-quantamize,Chris Dier-Scalise,2019-03-12 00:00:00,KO,1,2,1,1,1,1,1,1,1,0.5
735135,hsbc downgrades cocacola to hold,https://www.benzinga.com/news/19/03/13341260/hsbc-downgrades-coca-cola-to-hold,Vick Meyer,2019-03-12 00:00:00,KO,1,2,0,1,0,0,1,1,1,0.5
735136,benzingas top upgrades downgrades for march ,https://www.benzinga.com/analyst-ratings/upgrades/19/03/13318041/benzingas-top-upgrades-downgrades-for-march-7-2019,Lisa Levin,2019-03-07 00:00:00,KO,1,1,1,0,0,0,1,1,1,0.60115
735137,credit suisse initiates coverage on cocacola with neutral rating announces price target,https://www.benzinga.com/news/19/03/13316669/credit-suisse-initiates-coverage-on-coca-cola-with-neutral-rating-announces-48-p,Vick Meyer,2019-03-07 00:00:00,KO,1,2,1,1,1,1,1,1,1,0.6909
735138,premarket prep opening nyse imbalance update conagra k shares to buy bank of america k to sell proctor gamble k to sell cocacola k to sell,https://www.benzinga.com/news/19/03/13309076/premarket-prep-opening-nyse-imbalance-update-conagra-133k-shares-to-buy-bank-of-,Benzinga Newsdesk,2019-03-06 00:00:00,KO,1,2,1,1,1,0,1,1,1,0.648
735139,monster beverage posts sales eps beat sellside takes,https://www.benzinga.com/analyst-ratings/analyst-color/19/02/13268197/monster-beverage-posts-sales-eps-beat-4-sell-side-takes,Dave Royse,2019-02-28 00:00:00,KO,1,0,1,1,0,1,1,1,1,0.5
735140,cocacola option alert jun puts sweep near the bid vs oi earnings before open est ref,https://www.benzinga.com/markets/options/19/02/13257128/coca-cola-option-alert-jun-21-42-puts-sweep-47-near-the-bid-2603-0-68,Charles Gross,2019-02-27 00:00:00,KO,1,2,1,1,1,0,1,0,0,0.648
735141,cocacola option alert jun puts sweep near the bid vs oi earnings before open est ref,https://www.benzinga.com/markets/options/19/02/13257119/coca-cola-option-alert-jun-21-42-puts-sweep-47-near-the-bid-2603-0-68,Charles Gross,2019-02-27 00:00:00,KO,1,2,1,1,1,0,1,0,0,0.648
735142,former mexican president vicente fox joins helix tcs board,https://www.benzinga.com/markets/cannabis/19/02/13237761/former-mexican-president-vicente-fox-joins-helix-tcs-board,Alex Oleinic,2019-02-25 00:00:00,KO,1,2,1,1,1,1,1,1,1,0.5
735143,warren buffett gives thumbsup to new execs notes earnings impact from kraft heinz in annual berkshire hathaway letter,https://www.benzinga.com/news/earnings/19/02/13232625/warren-buffett-gives-thumbs-up-to-new-execs-notes-earnings-impact-from-,Dustin Blitchok,2019-02-23 00:00:00,KO,1,2,1,1,1,1,1,1,1,0.5
735144,cocacola shares volatile following release of slide show presentation for cagny conference said co committed to margin expansion but due to recent acquisitions the previous guidance of is no longer the right reference point is withdrawn,https://www.benzinga.com/news/19/02/13228306/coca-cola-shares-volatile-following-release-of-slide-show-presentation-for-cagny,Benzinga Newsdesk,2019-02-22 00:00:00,KO,1,1,1,1,1,0,1,1,1,0.41725
735145,cocacola raises dividend adds m to share buyback,https://www.benzinga.com/news/19/02/13220722/coca-cola-raises-dividend-adds-150m-to-share-buyback,Jayson Derrick,2019-02-21 00:00:00,KO,1,2,1,1,1,1,1,1,1,0.648
735146,cocacola adds m to buyback,https://www.benzinga.com/news/19/02/13219907/coca-cola-adds-150m-to-buyback,Benzinga Newsdesk,2019-02-21 00:00:00,KO,1,2,1,0,0,1,1,1,1,0.5
735147,cocacola raises qtr dividend from to share,https://www.benzinga.com/news/19/02/13219906/coca-cola-raises-qtr-dividend-from-0-39-to-0-40share,Benzinga Newsdesk,2019-02-21 00:00:00,KO,1,0,1,1,1,1,1,1,1,0.648
735148,a chat with the ceo behind the cannabis company with the boss ticker there isnt a single route to success,https://www.benzinga.com/markets/cannabis/19/02/13141441/a-chat-with-the-ceo-behind-the-cannabis-company-with-the-boss-ticker,Javier Hasse,2019-02-21 00:00:00,KO,1,2,1,1,1,1,1,1,1,0.7859499999999999
735149,cocacola option alert jun puts sweep near the bid vs oi ref,https://www.benzinga.com/markets/options/19/02/13209458/coca-cola-option-alert-jun-21-42-puts-sweep-25-near-the-bid-959-0-708,Charles Gross,2019-02-20 00:00:00,KO,1,0,1,0,0,1,1,0,0,0.648
735150,why macquarie prefers pepsi over cocacola,https://www.benzinga.com/analyst-ratings/analyst-color/19/02/13201310/why-macquarie-prefers-pepsi-over-coca-cola,Jayson Derrick,2019-02-19 00:00:00,KO,1,2,1,1,0,1,1,1,1,0.5
735151,bulls bears of the week cisco cocacola ibm tesla and more,https://www.benzinga.com/trading-ideas/19/02/13193709/bulls-bears-of-the-week-cisco-coca-cola-ibm-tesla-and-more,Nelson Hem,2019-02-18 00:00:00,KO,1,2,1,1,0,1,1,1,1,0.5
735152,benzinga pros top mostsearched tickers for afternoon of fri feb ,https://www.benzinga.com/news/19/02/13189921/benzinga-pros-top-10-most-searched-tickers-for-afternoon-of-fri-feb-15-2019,Benzinga Newsdesk,2019-02-15 00:00:00,KO,1,2,1,1,0,1,1,1,1,0.60115
735153,update citigroup downgrades cocacola and lowers price target from to as firm notes we simply believe kos shares are fullyvalued given the lack of nearterm eps growth on a dollarbasis at the company,https://www.benzinga.com/analyst-ratings/analyst-color/19/02/13188901/update-citigroup-downgrades-coca-cola-and-lowers-price-,Benzinga_Newsdesk,2019-02-15 00:00:00,KO,1,0,0,1,0,0,1,1,1,0.625
735154,deere valentine tractor makers latest results not exactly a love letter to shareholders,https://www.benzinga.com/news/earnings/19/02/13188472/deere-valentine-tractor-makers-latest-results-not-exactly-a-love-letter,JJ Kinahan,2019-02-15 00:00:00,KO,1,2,1,0,1,1,1,1,1,0.23920000000000002
735155,benzinga pros top mostsearched tickers for morning of fri feb ,https://www.benzinga.com/news/19/02/13188293/benzinga-pros-top-10-most-searched-tickers-for-morning-of-fri-feb-15-2019,Benzinga Newsdesk,2019-02-15 00:00:00,KO,1,2,1,0,1,1,1,1,1,0.60115
735156,the streets reaction to cocacolas dip,https://www.benzinga.com/analyst-ratings/analyst-color/19/02/13188071/the-streets-reaction-to-coca-colas-dip,Jayson Derrick,2019-02-15 00:00:00,KO,1,2,1,1,1,1,1,1,1,0.5
735157,benzingas top upgrades downgrades for february ,https://www.benzinga.com/analyst-ratings/upgrades/19/02/13188141/benzingas-top-upgrades-downgrades-for-february-15-2019,Lisa Levin,2019-02-15 00:00:00,KO,1,1,1,1,1,1,1,1,1,0.60115
735158,premarket prep opening nyse imbalance update bank of america k shares to buy jp morgan k to buy cocacola k to buy pfizer k to buy att k to buy verizon k to buy,https://www.benzinga.com/news/19/02/13188034/premarket-prep-opening-nyse-imbalance-update-bank-of-america-335k-shares-to-buy-,Benzinga Newsdesk,2019-02-15 00:00:00,KO,1,2,1,1,1,1,1,1,1,0.7294
735159,a peek into the markets us stock futures edge higher ahead of economic reports,https://www.benzinga.com/news/19/02/13187126/a-peek-into-the-markets-us-stock-futures-edge-higher-ahead-of-economic-reports,Lisa Levin,2019-02-15 00:00:00,KO,1,0,1,1,1,1,1,1,1,0.5
735160,citigroup downgrades cocacola to neutral,https://www.benzinga.com/news/19/02/13186886/citigroup-downgrades-coca-cola-to-neutral,Vick Meyer,2019-02-15 00:00:00,KO,1,2,1,1,0,1,1,1,1,0.5
735161, biggest movers from yesterday,https://www.benzinga.com/news/19/02/13186381/71-biggest-movers-from-yesterday,Lisa Levin,2019-02-15 00:00:00,KO,1,2,1,1,1,1,1,1,1,0.5
735162, stocks moving in thursdays midday session,https://www.benzinga.com/news/19/02/13177385/52-stocks-moving-in-thursdays-mid-day-session,Lisa Levin,2019-02-14 00:00:00,KO,1,2,1,0,0,0,1,1,1,0.5
735163,valentines card from the market trade optimism continues cisco posts strong quarter,https://www.benzinga.com/news/earnings/19/02/13174795/valentines-card-from-the-market-trade-optimism-continues-cisco-posts-st,JJ Kinahan,2019-02-14 00:00:00,KO,1,0,1,1,0,1,1,1,1,0.88915
735164,cocacola shares are trading lower despite a q sales beat after the company provided fy eps guidance of below the estimate,https://www.benzinga.com/markets/wiim/19/02/13174531/coca-cola-shares-are-trading-lower-despite-a-q4-sales-beat-after-the-com,Benzinga Newsdesk,2019-02-14 00:00:00,KO,0,1,0,1,0,0,0,0,0,0.5
735165,a peek into the markets us stock futures up ahead of earnings economic data,https://www.benzinga.com/news/19/02/13171683/a-peek-into-the-markets-us-stock-futures-up-ahead-of-earnings-economic-data,Lisa Levin,2019-02-14 00:00:00,KO,1,2,1,0,1,1,1,1,1,0.5
735166,cocacola sees fy operating income growth year over year,https://www.benzinga.com/news/19/02/13171042/coca-cola-sees-fy19-operating-income-growth-10-11-year-over-year,Benzinga Newsdesk,2019-02-14 00:00:00,KO,1,0,1,1,1,1,1,1,1,0.6909
735167,cocacola sees fy organic sales growth year over year,https://www.benzinga.com/news/19/02/13171039/coca-cola-sees-fy19-organic-sales-growth-4-year-over-year,Benzinga Newsdesk,2019-02-14 00:00:00,KO,1,0,1,1,1,1,1,1,1,0.6909
735168,cocacola q eps inline sales b beat b estimate,https://www.benzinga.com/news/earnings/19/02/13171036/coca-cola-q4-eps-0-43-inline-sales-7-1b-beat-7-03b-estimate,Benzinga Newsdesk,2019-02-14 00:00:00,KO,1,2,1,0,0,1,1,1,1,0.5
735169, stocks to watch for february ,https://www.benzinga.com/news/earnings/19/02/13170248/11-stocks-to-watch-for-february-14-2019,Lisa Levin,2019-02-14 00:00:00,KO,1,2,1,1,1,1,1,1,1,0.5
735170,earnings scheduled for february ,https://www.benzinga.com/news/earnings/19/02/13170209/earnings-scheduled-for-february-14-2019,Lisa Levin,2019-02-14 00:00:00,KO,1,2,1,1,1,1,1,1,1,0.5
735171,cocacolas q earnings outlook,https://www.benzinga.com/news/earnings-previews/19/02/13164041/coca-colas-earnings-outlook,Benzinga Newsdesk,2019-02-13 00:00:00,KO,1,2,1,1,1,0,1,1,1,0.5
735172,what are the trends in fs showing us,https://www.benzinga.com/trading-ideas/long-ideas/19/02/13141938/what-are-the-trends-in-13fs-showing-us,Wayne Duggan,2019-02-13 00:00:00,KO,1,2,1,1,1,1,1,1,1,0.5
735173,earnings potpourri cocacola deere cisco report this week but trade talks dominate,https://www.benzinga.com/news/earnings/19/02/13138475/earnings-potpourri-coca-cola-deere-cisco-report-this-week-but-trade-tal,JJ Kinahan,2019-02-11 00:00:00,KO,1,2,1,0,0,1,1,1,1,0.40495000000000003
735174,cocacola option alert mar calls sweep near the ask vs oi earnings before open ref,https://www.benzinga.com/news/19/02/13103426/coca-cola-option-alert-mar-15-50-calls-sweep-3-near-the-ask-606-0-59-vs-17084-oi,Charles Gross,2019-02-05 00:00:00,KO,1,0,1,1,1,1,1,1,1,0.648
735175,earnings volatility brexit are key topics heading into february,https://www.benzinga.com/government/19/01/13077426/earnings-volatility-brexit-are-key-topics-heading-into-february,JJ Kinahan,2019-01-31 00:00:00,KO,1,2,0,1,0,0,1,1,1,0.5
735176,how to approach q earnings the analyst perspective,https://www.benzinga.com/news/earnings/19/01/13073544/how-to-approach-q4-earnings-the-analyst-perspective,Chris Dier-Scalise,2019-01-31 00:00:00,KO,1,2,1,1,1,1,1,1,1,0.5
735177,the amazon effect and how bringg helps companies gain more customers,https://www.benzinga.com/news/19/01/13040408/the-amazon-effect-and-how-bringg-helps-companies-gain-more-customers,FreightWaves,2019-01-25 00:00:00,KO,1,2,1,1,1,1,1,1,1,0.88585
735178,sink into staples etfs,https://www.benzinga.com/trading-ideas/long-ideas/19/01/13021217/sink-into-staples-etfs,ETF Professor,2019-01-23 00:00:00,KO,1,2,1,1,0,1,1,1,1,0.5
735179,suntrust turns bullish on monster beverage,https://www.benzinga.com/analyst-ratings/analyst-color/19/01/12950888/suntrust-turns-bullish-on-monster-beverage,Jayson Derrick,2019-01-08 00:00:00,KO,1,1,1,1,1,1,1,1,1,0.5
735180,cleveland fed president no reason to believe recession in sight,https://www.benzinga.com/federal-reserve/19/01/12935183/cleveland-fed-president-no-reason-to-believe-recession-in-sight,Jayson Derrick,2019-01-04 00:00:00,KO,1,1,1,1,1,1,1,1,1,0.19379999999999997
735181,ec clears coca cola acquisition of cost coffee,https://www.benzinga.com/news/19/01/12923958/ec-clears-coca-cola-acquisition-of-cost-coffee,Charles Gross,2019-01-03 00:00:00,KO,1,2,1,0,1,1,1,1,1,0.5386
735182,macquarie cocacola european partners faces downside risk from uk plastic regulations,https://www.benzinga.com/analyst-ratings/analyst-color/19/01/12918534/macquarie-coca-cola-european-partners-faces-downside-ri,Priya Nigam,2019-01-02 00:00:00,KO,1,1,0,1,0,0,1,0,0,0.26165
735183,barrons picks and pans cocacola disney mcdonalds verizon and more,https://www.benzinga.com/media/18/12/12911876/barrons-picks-and-pans-coca-cola-disney-mcdonalds-verizon-and-more,Nelson Hem,2018-12-29 00:00:00,KO,1,2,1,1,1,1,1,1,1,0.5
735184,bringing some sexy to consumer staples etfs,https://www.benzinga.com/trading-ideas/long-ideas/18/12/12901203/bringing-some-sexy-to-consumer-staples-etfs,ETF Professor,2018-12-27 00:00:00,KO,1,0,1,1,1,1,1,1,1,0.76335
735185,in the december bloodbath these hidden factors might be prompting traders to buy,https://www.benzinga.com/fintech/18/12/12903705/in-the-december-bloodbath-these-hidden-factors-might-be-prompting-traders-to-,Chris Dier-Scalise,2018-12-27 00:00:00,KO,1,2,1,1,1,1,1,1,1,0.5
735186,bulls bears of the week best buy cocacola ford hilton netflix and more,https://www.benzinga.com/short-sellers/18/12/12894212/bulls-bears-of-the-week-best-buy-coca-cola-ford-hilton-netflix-and-more,Nelson Hem,2018-12-23 00:00:00,KO,1,2,1,1,1,1,1,1,1,0.81845
735187,losing its faang market struggles in as tech rally slows,https://www.benzinga.com/news/earnings/18/12/12890588/losing-its-faang-market-struggles-in-2018-as-tech-rally-slows,The Ticker Tape,2018-12-23 00:00:00,KO,1,1,1,1,1,1,1,1,1,0.18755
735188,macquarie cocacola a winner with bodyarmor investment as pepsis gatorade cedes share,https://www.benzinga.com/analyst-ratings/analyst-color/18/12/12867416/macquarie-coca-cola-a-winner-with-bodyarmor-investment-,Shanthi Rexaline,2018-12-18 00:00:00,KO,1,0,1,1,1,1,1,1,1,0.8592
735189,which beverages stocks will pop ubs weigh in on the sector,https://www.benzinga.com/analyst-ratings/analyst-color/18/12/12860849/which-beverages-stocks-will-pop-ubs-weigh-in-on-the-sec,Jayson Derrick,2018-12-18 00:00:00,KO,1,1,1,0,1,1,1,1,1,0.5
735190,why sodas decline represents an opportunity to revolutionize the beverage sector,https://www.benzinga.com/markets/cannabis/18/12/12861294/why-sodas-decline-represents-an-opportunity-to-revolutionize-the-bev,Saul Bowden,2018-12-17 00:00:00,KO,1,2,1,1,1,1,1,1,1,0.71075
735191,is cocacola a growth company,https://www.benzinga.com/analyst-ratings/analyst-color/18/12/12839718/is-coca-cola-a-growth-company,Jayson Derrick,2018-12-14 00:00:00,KO,1,2,1,1,1,1,1,1,1,0.6909
735192,cocacola option alert fri calls sweep near the ask vs oi ref,https://www.benzinga.com/markets/options/18/12/12846475/coca-cola-option-alert-fri-49-5-calls-sweep-2-near-the-ask-1216-0-24-,Charles Gross,2018-12-13 00:00:00,KO,1,2,1,1,1,1,1,1,1,0.648
735193,benzingas top upgrades downgrades for december ,https://www.benzinga.com/analyst-ratings/upgrades/18/12/12845145/benzingas-top-upgrades-downgrades-for-december-13-2018,Lisa Levin,2018-12-13 00:00:00,KO,1,1,1,1,1,1,1,1,1,0.60115
735194,ubs downgrades cocacola to neutral raises price target to ,https://www.benzinga.com/news/18/12/12844450/ubs-downgrades-coca-cola-to-neutral-raises-price-target-to-51,Benzinga Newsdesk,2018-12-13 00:00:00,KO,1,2,0,1,0,0,1,1,1,0.5
735195,cocacola reports loan deal with ioniqa technologies for transformation of hardtorecycle plastic waste into highquality foodgrade pet no terms disclosed,https://www.benzinga.com/news/18/12/12843917/coca-cola-reports-loan-deal-with-ioniqa-technologies-for-transformation-of-hard-,Benzinga Newsdesk,2018-12-13 00:00:00,KO,1,2,1,1,1,1,1,1,1,0.19379999999999997
735196,cme group home depot target fast money picks for december ,https://www.benzinga.com/media/18/12/12835906/cme-group-home-depot-target-fast-money-picks-for-december-12,Craig Jones,2018-12-12 00:00:00,KO,1,2,1,1,1,0,1,1,1,0.5
735197,dan nathan sees unusual options activity in cocacola,https://www.benzinga.com/markets/options/18/12/12835922/dan-nathan-sees-unusual-options-activity-in-coca-cola,Craig Jones,2018-12-12 00:00:00,KO,1,2,1,1,0,1,1,1,1,0.5
735198,the farm bill vote what you need to know,https://www.benzinga.com/markets/cannabis/18/12/12833183/the-2018-farm-bill-vote-what-you-need-to-know,Alex Oleinic,2018-12-11 00:00:00,KO,1,2,1,1,0,1,1,1,1,0.5
735199,cocacola ceo says somewhat uncertain growth may slow compared to fy,https://www.benzinga.com/news/18/12/12831398/coca-cola-ceo-says-somewhat-uncertain-growth-may-slow-compared-to-fy18,Benzinga Newsdesk,2018-12-11 00:00:00,KO,1,1,1,1,1,1,1,1,1,0.55325
735200,an upgrade for a defensive sector,https://www.benzinga.com/analyst-ratings/analyst-color/18/12/12827150/an-upgrade-for-a-defensive-sector,ETF Professor,2018-12-11 00:00:00,KO,1,2,1,1,1,1,1,1,1,0.5129
735201,cushman wakefield issues release highlighting cocacolas sale of fifth ave in manhattan no terms disclosed,https://www.benzinga.com/news/18/12/12824502/cushman-wakefield-issues-release-highlighting-coca-colas-sale-of-711-fifth-ave-i,Benzinga Newsdesk,2018-12-10 00:00:00,KO,1,2,1,1,0,1,1,1,1,0.352
735202,make mine vanilla dull jobs report might be just whats needed after wild week,https://www.benzinga.com/news/18/12/12815818/make-mine-vanilla-dull-jobs-report-might-be-just-whats-needed-after-wild-week,JJ Kinahan,2018-12-07 00:00:00,KO,1,2,0,1,0,0,1,0,1,0.29905000000000004
735203,cocacola reports chair muhtar kent to leave co james quincey named replacement,https://www.benzinga.com/news/18/12/12808975/coca-cola-reports-chair-muhtar-kent-to-leave-co-james-quincey-named-replacement,Benzinga Newsdesk,2018-12-06 00:00:00,KO,1,1,1,1,0,1,1,1,1,0.4742
735204,direxion unveils four leveraged consumer etfs,https://www.benzinga.com/trading-ideas/long-ideas/18/11/12775910/direxion-unveils-four-leveraged-consumer-etfs,ETF Professor,2018-11-30 00:00:00,KO,1,2,1,1,1,1,1,1,1,0.5
735205,stocks trading ex dividend for thurs nov ,https://www.benzinga.com/news/18/11/12773033/stocks-trading-ex-dividend-for-thurs-nov-29-2018,Benzinga Newsdesk,2018-11-29 00:00:00,KO,1,2,1,1,1,1,1,1,1,0.5
735206,cannabisinfused beverage stocks rip higher amid positive farm bill development,https://www.benzinga.com/markets/cannabis/18/11/12767851/cannabis-infused-beverage-stocks-rip-higher-amid-positive-farm-bill-developm,Alex Oleinic,2018-11-28 00:00:00,KO,1,0,1,1,1,1,1,1,1,0.7787
735207,stocks that will be trading ex dividend thurs nov ,https://www.benzinga.com/news/18/11/12765418/stocks-that-will-be-trading-ex-dividend-thurs-nov-29-2018,Benzinga Newsdesk,2018-11-28 00:00:00,KO,1,2,1,1,1,1,1,1,1,0.5
735208,pot stocks etfs top news and data from the cannabis industry this week,https://www.benzinga.com/markets/cannabis/18/11/12746279/pot-stocks-etfs-top-news-and-data-from-the-cannabis-industry-this-we,Javier Hasse,2018-11-23 00:00:00,KO,1,2,0,1,1,0,1,1,1,0.60115
735209,octobers biggest losers and most surprising winners,https://www.benzinga.com/general/education/18/11/12739240/octobers-biggest-losers-and-most-surprising-winners,Chris Dier-Scalise,2018-11-21 00:00:00,KO,1,2,1,1,1,1,1,1,1,0.6669
735210,stock oil markets bouncing ahead of thanksgiving holiday,https://www.benzinga.com/news/earnings/18/11/12738808/stock-oil-markets-bouncing-ahead-of-thanksgiving-holiday,JJ Kinahan,2018-11-21 00:00:00,KO,1,1,1,1,1,1,1,1,1,0.70095
735211,stocks which set new week high yesterday tues nov ,https://www.benzinga.com/news/18/11/12738198/stocks-which-set-new-52-week-high-yesterday-tues-nov-20-2018,Benzinga Newsdesk,2018-11-21 00:00:00,KO,1,0,1,1,1,1,1,1,1,0.5
735212,stocks which set new week high yesterday mon nov ,https://www.benzinga.com/news/18/11/12731510/stocks-which-set-new-52-week-high-yesterday-mon-nov-19-2018,Benzinga Newsdesk,2018-11-20 00:00:00,KO,1,0,1,1,1,1,1,1,1,0.5
735213,cocacola paypal valero fast money picks for november ,https://www.benzinga.com/media/18/11/12729126/coca-cola-paypal-valero-fast-money-picks-for-november-20,Craig Jones,2018-11-20 00:00:00,KO,1,2,1,1,0,1,1,1,1,0.5
735214,cocacola ceo talks coffee cannabis with cramer,https://www.benzinga.com/markets/cannabis/18/11/12723091/coca-cola-ceo-talks-coffee-cannabis-with-cramer,Jayson Derrick,2018-11-19 00:00:00,KO,1,2,1,1,1,1,1,1,1,0.5
735215,cocacola option alert jan calls sweep above ask vs oi ref,https://www.benzinga.com/markets/options/18/11/12708187/coca-cola-option-alert-jan-18-48-calls-sweep-2-above-ask-2100-2-081-v,Charles Gross,2018-11-15 00:00:00,KO,1,0,1,1,1,1,1,1,1,0.648
735216,election returns likely to usher in hemp amendment with farm bill,https://www.benzinga.com/markets/cannabis/18/11/12701551/election-returns-likely-to-usher-in-hemp-amendment-with-farm-bill,New Frontier Data,2018-11-15 00:00:00,KO,1,2,1,1,1,1,1,1,1,0.5
735217,octobers biggest losers and most surprising winners,https://www.benzinga.com/markets/18/11/12679916/octobers-biggest-losers-and-most-surprising-winners,Chris Dier-Scalise,2018-11-12 00:00:00,KO,1,2,1,1,1,1,1,1,1,0.6669
735218,stocks which set new week high yesterday thurs nov ,https://www.benzinga.com/news/18/11/12670025/stocks-which-set-new-52-week-high-yesterday-thurs-nov-8-2018,Benzinga Newsdesk,2018-11-09 00:00:00,KO,1,0,1,1,1,1,1,1,1,0.5
735219,stocks which set new week high yesterday wed nov ,https://www.benzinga.com/news/18/11/12661652/stocks-which-set-new-52-week-high-yesterday-wed-nov-7-2018,Benzinga Newsdesk,2018-11-08 00:00:00,KO,1,0,1,1,1,1,1,1,1,0.5
735220,as coke shakes up energy drink category monster earns a downgrade,https://www.benzinga.com/analyst-ratings/analyst-color/18/11/12660802/as-coke-shakes-up-energy-drink-category-monster-earns-a,Elizabeth Balboa,2018-11-08 00:00:00,KO,1,1,1,1,0,1,1,1,1,0.6366
735221,premarket prep opening nyse imbalance update twilio k shares to sell square k to sell general electric k to sell coke k to sell,https://www.benzinga.com/news/18/11/12660044/premarket-prep-opening-nyse-imbalance-update-twilio-85k-shares-to-sell-square-15,Benzinga Newsdesk,2018-11-08 00:00:00,KO,1,2,0,1,0,0,1,1,1,0.648
735222,premarket prep opening nyse imbalance update alibaba k shares to buy ge k to buy coke k to sell ibm k to buy,https://www.benzinga.com/news/18/11/12649363/premarket-prep-opening-nyse-imbalance-update-alibaba-62k-shares-to-buy-ge-106k-t,Benzinga Newsdesk,2018-11-07 00:00:00,KO,1,2,1,1,1,1,1,1,1,0.648
735223,stocks which set new week high yesterday mon nov ,https://www.benzinga.com/news/18/11/12639578/stocks-which-set-new-52-week-high-yesterday-mon-nov-5-2018,Benzinga Newsdesk,2018-11-06 00:00:00,KO,1,0,1,1,1,1,1,1,1,0.5
735224,highdividend wide moat etfs debut,https://www.benzinga.com/trading-ideas/long-ideas/18/11/12607259/high-dividend-wide-moat-etfs-debut,ETF Professor,2018-11-01 00:00:00,KO,1,2,1,1,1,1,1,1,1,0.5
735225,molson coors expects to launch cannabis beverage in ,https://www.benzinga.com/markets/cannabis/18/10/12604139/molson-coors-expects-to-launch-cannabis-beverage-in-2019,Brett Hershman,2018-10-31 00:00:00,KO,1,2,1,1,1,1,1,1,1,0.5
735226,morgan stanley maintains equalweight on cocacola raises price target to ,https://www.benzinga.com/news/18/10/12603551/morgan-stanley-maintains-equal-weight-on-coca-cola-raises-price-target-to-51,Vick Meyer,2018-10-31 00:00:00,KO,1,2,1,1,1,0,1,1,1,0.5
