Unnamed: 0,headline,url,publisher,date,stock,Sentiment_DecisionTreeClassifier,Sentiment_finbert,Sentiment_LogisticRegression,Sentiment_KNeighborsClassifier,Sentiment_MultinomialNB,Sentiment_SGDClassifier,Sentiment_GradientBoostingClassifier,Sentiment_XGBClassifier,Sentiment_RandomForestClassifier,Sentiment_VADER,Sentiment_Random
857823,morgan stanley q adj eps misses estimate,https://www.benzinga.com/news/earnings/19/01/12998324/morgan-stanley-q4-adj-eps-0-73-misses-0-92-estimate,Benzinga Newsdesk,2019-01-17 00:00:00,MS,1,2,1,1,0,0,1,1,1,0.38685,0
857824,morgan stanley q eps misses estimate sales b miss b estimate may not compare,https://www.benzinga.com/news/earnings/19/01/12998318/morgan-stanley-q4-eps-0-80-misses-0-92-estimate-sales-8-548b-miss-9-43b,Benzinga Newsdesk,2019-01-17 00:00:00,MS,1,2,0,1,0,0,1,1,1,0.3194,1
857825,a peek into the markets us stock futures down morgan stanley earnings miss in focus,https://www.benzinga.com/news/19/01/12998126/a-peek-into-the-markets-us-stock-futures-down-morgan-stanley-earnings-miss-in-fo,Lisa Levin,2019-01-17 00:00:00,MS,1,2,1,1,1,1,1,1,1,0.42345,0
857826, stocks to watch for january ,https://www.benzinga.com/news/earnings/19/01/12997638/10-stocks-to-watch-for-january-17-2019,Lisa Levin,2019-01-17 00:00:00,MS,1,2,1,0,1,0,1,1,1,0.5,1
857827,earnings scheduled for january ,https://www.benzinga.com/news/earnings/19/01/12997595/earnings-scheduled-for-january-17-2019,Lisa Levin,2019-01-17 00:00:00,MS,1,2,1,1,1,1,1,1,1,0.5,0
857828,morgan stanley q earnings preview,https://www.benzinga.com/news/earnings-previews/19/01/12994551/earnings-preview-morgan-stanley,Benzinga Newsdesk,2019-01-16 00:00:00,MS,1,2,1,1,1,1,1,1,1,0.5,1
857829,several banking stock shares are trading higher in sympathy with bank of america charles schwab and goldman sachs beating q estimates,https://www.benzinga.com/markets/wiim/19/01/12992621/several-banking-stock-shares-are-trading-higher-in-sympathy-with-bank-of,Hal Lindon,2019-01-16 00:00:00,MS,1,0,1,1,1,1,1,1,1,0.58895,1
857830,bank of america goldman sachs and morgan stanley cap off week of big bank earnings,https://www.benzinga.com/news/earnings/19/01/12987788/bank-of-america-goldman-sachs-and-morgan-stanley-cap-off-week-of-big-ba,JJ Kinahan,2019-01-15 00:00:00,MS,1,1,1,1,1,0,1,1,1,0.5,0
857831,another day another bank misses on earnings market could be on defensive,https://www.benzinga.com/news/earnings/19/01/12986104/another-day-another-bank-misses-on-earnings-market-could-be-on-defensiv,JJ Kinahan,2019-01-15 00:00:00,MS,1,1,0,1,0,0,1,1,1,0.39885,1
857832,after strong week market comes under pressure from china as earnings begin,https://www.benzinga.com/news/earnings/19/01/12978524/after-strong-week-market-comes-under-pressure-from-china-as-earnings-be,JJ Kinahan,2019-01-14 00:00:00,MS,1,1,1,1,1,0,1,1,1,0.6366,1
857833,when dealing with amazon it pays to not whistle past the graveyard,https://www.benzinga.com/news/earnings/19/01/12974523/when-dealing-with-amazon-it-pays-to-not-whistle-past-the-graveyard,FreightWaves,2019-01-11 00:00:00,MS,1,2,1,1,1,1,1,1,1,0.436,0
857834,brokers move aggressively to undercut carriers on contract freight,https://www.benzinga.com/news/19/01/12974073/brokers-move-aggressively-to-undercut-carriers-on-2019-contract-freight,FreightWaves,2019-01-11 00:00:00,MS,1,0,1,1,1,1,1,1,1,0.3409,1
857835,barclays constructive on us largecap bank stocks ahead of earnings reports,https://www.benzinga.com/analyst-ratings/analyst-color/19/01/12971170/barclays-constructive-on-u-s-large-cap-bank-stocks-ahea,Shanthi Rexaline,2019-01-11 00:00:00,MS,1,2,1,1,1,0,1,1,1,0.5,1
857836,update citi believes riskreward for the banks using a late cycle lens looks more attractive to us than in the past sees selective opportunities for tactical buying,https://www.benzinga.com/analyst-ratings/analyst-color/19/01/12965262/update-citi-believes-riskreward-for-the-banks-using-a-l,Benzinga_Newsdesk,2019-01-10 00:00:00,MS,1,0,1,1,1,1,1,1,1,0.84985,1
857837,citigroup upgrades morgan stanley to buy lowers price target to ,https://www.benzinga.com/news/19/01/12964494/citigroup-upgrades-morgan-stanley-to-buy-lowers-price-target-to-48,Vick Meyer,2019-01-10 00:00:00,MS,1,0,1,1,1,1,1,1,1,0.436,1
857838,morgan stanley stifel analysts have wildly divergent views on freight brokerages,https://www.benzinga.com/news/earnings/19/01/12947113/morgan-stanley-stifel-analysts-have-wildly-divergent-views-on-freight-b,FreightWaves,2019-01-07 00:00:00,MS,1,1,0,1,0,0,1,1,1,0.5,1
857839,morgan stanley fidelity others back lowcost exchange to compete with nyse nasdaq,https://www.benzinga.com/news/19/01/12943827/morgan-stanley-fidelity-others-back-low-cost-exchange-to-compete-with-nyse-nasda,Wayne Duggan,2019-01-07 00:00:00,MS,1,0,1,1,1,0,1,1,1,0.5,0
857840,morgan stanley fidelity and citadel to launch a low cost exchange to challenge nyse and nasdaq according to the wall st journal,https://www.benzinga.com/news/19/01/12942140/morgan-stanley-fidelity-and-citadel-to-launch-a-low-cost-exchange-to-challenge-n,Benzinga Newsdesk,2019-01-07 00:00:00,MS,1,2,0,1,1,0,1,1,1,0.39885,0
857841,barrons picks and pans apple exxon morgan stanley and more,https://www.benzinga.com/top-stories/19/01/12939719/barrons-picks-and-pans-apple-exxon-morgan-stanley-and-more,Nelson Hem,2019-01-06 00:00:00,MS,1,2,1,0,1,1,1,1,1,0.5,0
857842,bank of americas favorite stock ideas for ,https://www.benzinga.com/analyst-ratings/analyst-color/18/12/12890409/bank-of-americas-favorite-stock-ideas-for-2019,Dave Royse,2018-12-27 00:00:00,MS,1,2,1,1,1,1,1,1,1,0.7294,1
857843,dan nathan sees unusual options activity in morgan stanley,https://www.benzinga.com/markets/options/18/12/12901926/dan-nathan-sees-unusual-options-activity-in-morgan-stanley,Craig Jones,2018-12-27 00:00:00,MS,1,1,1,1,0,1,1,1,1,0.5,0
857844,finra fines morgan stanley m for aml program and supervisory failures,https://www.benzinga.com/news/18/12/12898548/finra-fines-morgan-stanley-10m-for-aml-program-and-supervisory-failures,Benzinga Newsdesk,2018-12-26 00:00:00,MS,1,1,1,1,1,1,1,1,1,0.67,0
857845,takeaways from mnuchins phone call with big bank ceos,https://www.benzinga.com/analyst-ratings/analyst-color/18/12/12895375/takeaways-from-mnuchins-phone-call-with-big-bank-ceos,Jayson Derrick,2018-12-24 00:00:00,MS,1,2,1,0,1,0,1,1,1,0.5,0
857846,alan knuckmans bullish morgan stanley trade,https://www.benzinga.com/markets/options/18/12/12863956/alan-knuckmans-bullish-morgan-stanley-trade,Craig Jones,2018-12-18 00:00:00,MS,1,2,1,1,1,1,1,1,1,0.5,1
857847,morgan stanley to shut down moscow equities and fx desks earlier bloomberg article,https://www.benzinga.com/news/18/12/12844115/morgan-stanley-to-shut-down-moscow-equities-and-fx-desks-earlier-bloomberg-artic,Benzinga Newsdesk,2018-12-13 00:00:00,MS,1,1,1,1,1,1,1,1,1,0.5,1
857848,american airlines morgan stanley nordstrom gold fast money picks for december ,https://www.benzinga.com/media/18/12/12842943/american-airlines-morgan-stanley-nordstrom-gold-fast-money-picks-for-december-1,Craig Jones,2018-12-13 00:00:00,MS,1,2,1,1,1,1,1,1,1,0.5,1
857849,stocks in the financial sector are trading higher on reports from bloomberg that germany is working on a pathway for deutsche bank to merge with commerzbank,https://www.benzinga.com/markets/wiim/18/12/12838926/stocks-in-the-financial-sector-are-trading-higher-on-reports-from-bloomb,Benzinga Newsdesk,2018-12-12 00:00:00,MS,1,0,1,1,1,1,1,1,1,0.5,0
857850,premarket prep opening nyse imbalance update general electric k shares to sell morgan stanley k to sell alibaba k to buy square k to buy taiwan semiconductor k to buy,https://www.benzinga.com/news/18/12/12837576/premarket-prep-opening-nyse-imbalance-update-general-electric-274k-shares-to-sel,Benzinga Newsdesk,2018-12-12 00:00:00,MS,1,2,1,1,1,1,1,1,1,0.648,0
857851,uber selected morgan stanley as lead underwriter for its ipo,https://www.benzinga.com/news/18/12/12832564/uber-selected-morgan-stanley-as-lead-underwriter-for-its-ipo,Benzinga Newsdesk,2018-12-11 00:00:00,MS,1,2,1,1,1,1,1,1,1,0.5,0
857852,yext announces technology partnership with morgan stanley,https://www.benzinga.com/news/18/12/12831854/yext-announces-technology-partnership-with-morgan-stanley,Benzinga Newsdesk,2018-12-11 00:00:00,MS,1,2,1,1,1,1,1,1,1,0.5,0
857853,heres why bank stocks are leading the market lower and likely to continue to do so cnbc,https://www.benzinga.com/analyst-ratings/analyst-color/18/12/12824546/heres-why-bank-stocks-are-leading-the-market-lower-and-,Benzinga Newsdesk,2018-12-10 00:00:00,MS,0,1,0,0,1,0,0,0,0,0.352,0
857854,financial stocks are trading lower after englands theresa may pushed back a vote on brexit terms indefinitely stating she is uncertain how long negotiations will take the value of the english pound versus the us dollar fell to a year low,https://www.benzinga.com/markets/wiim/18/12/12824239/financial-stocks-are-trading-lower-after-englands-theresa-may-pushed-bac,Benzinga  Newsdesk,2018-12-10 00:00:00,MS,0,1,0,1,0,0,0,0,0,0.26165,1
857855,stocks which set new week low the last trading session fri dec ,https://www.benzinga.com/news/18/12/12824001/stocks-which-set-new-52-week-low-the-last-trading-session-fri-dec-7-2018,Benzinga Newsdesk,2018-12-10 00:00:00,MS,1,1,1,1,1,1,1,1,1,0.3634,1
857856,markets sell off amid rising recession yield curve concerns bank stocks hit hard,https://www.benzinga.com/analyst-ratings/analyst-color/18/12/12798357/markets-sell-off-amid-rising-recession-yield-curve-conc,Wayne Duggan,2018-12-04 00:00:00,MS,1,1,0,1,0,0,1,1,1,0.25305,1
857857,financial select sector spdr etf down as downside in stocks intensifies over last mins bofa shares down morgan stanley down citi down wells fargo down goldman down jp morgan down ,https://www.benzinga.com/trading-ideas/movers/18/12/12796795/financial-select-sector-spdr-etf-down-3-as-downside-in-stocks-in,Benzinga Newsdesk,2018-12-04 00:00:00,MS,1,1,0,0,0,0,1,0,1,0.7294,1
857858,stocks which set new week low yesterday tues nov ,https://www.benzinga.com/news/18/11/12738287/stocks-which-set-new-52-week-low-yesterday-tues-nov-20-2018,Benzinga Newsdesk,2018-11-21 00:00:00,MS,1,1,1,1,1,1,1,1,1,0.3634,1
857859,barrons picks and pans apple amgen treehouse foods and more,https://www.benzinga.com/media/18/11/12720701/barrons-picks-and-pans-apple-amgen-treehouse-foods-and-more,Nelson Hem,2018-11-17 00:00:00,MS,1,2,1,1,1,1,1,1,1,0.5,1
857860,stocks that will be trading ex dividend tues oct ,https://www.benzinga.com/news/18/10/12583002/stocks-that-will-be-trading-ex-dividend-tues-oct-30-2018,Benzinga Newsdesk,2018-10-29 00:00:00,MS,1,2,1,1,1,1,1,1,1,0.5,1
857861,bulls bears of the week caterpillar ebay intel morgan stanley and more,https://www.benzinga.com/trading-ideas/18/10/12579679/bulls-bears-of-the-week-caterpillar-ebay-intel-morgan-stanley-and-more,Nelson Hem,2018-10-28 00:00:00,MS,1,2,1,1,1,1,1,1,1,0.5,1
857862,roku g shows morgan stanley raised stake in roku from k shares to m shares or ,https://www.benzinga.com/general/hedge-funds/18/10/12570713/roku-13g-shows-morgan-stanley-raised-stake-in-roku-from-450k-shar,Benzinga Newsdesk,2018-10-25 00:00:00,MS,1,2,1,1,1,1,1,1,1,0.76335,0
857863,wells fargo turns bullish on morgan stanley,https://www.benzinga.com/analyst-ratings/analyst-color/18/10/12558150/wells-fargo-turns-bullish-on-morgan-stanley,Tyree Gorges,2018-10-24 00:00:00,MS,1,1,1,0,1,1,1,1,1,0.625,0
857864,wells fargo earlier upgraded morgan stanley to outperform raised price target to ,https://www.benzinga.com/news/18/10/12557804/wells-fargo-earlier-upgraded-morgan-stanley-to-outperform-raised-price-target-to,Benzinga Newsdesk,2018-10-24 00:00:00,MS,1,0,1,1,1,1,1,1,1,0.625,0
857865,after basking in the glow of netflix results and tuesday rally pressure seems possible,https://www.benzinga.com/news/earnings/18/10/12520657/after-basking-in-the-glow-of-netflix-results-and-tuesday-rally-pressure,JJ Kinahan,2018-10-17 00:00:00,MS,1,0,1,1,1,1,1,1,1,0.352,0
857866, biggest movers from yesterday,https://www.benzinga.com/news/18/10/12518231/48-biggest-movers-from-yesterday,Lisa Levin,2018-10-17 00:00:00,MS,1,2,1,1,1,1,1,1,1,0.5,0
857867, stocks moving in tuesdays midday session,https://www.benzinga.com/news/18/10/12514818/40-stocks-moving-in-tuesdays-mid-day-session,Lisa Levin,2018-10-16 00:00:00,MS,1,2,0,0,0,0,1,1,1,0.5,1
857868,bank earnings to the rescue market seeing some green after strong results,https://www.benzinga.com/news/earnings/18/10/12513800/bank-earnings-to-the-rescue-market-seeing-some-green-after-strong-resul,JJ Kinahan,2018-10-16 00:00:00,MS,1,0,1,1,1,1,1,1,1,0.8825000000000001,1
857869, stocks moving in tuesdays premarket session,https://www.benzinga.com/news/18/10/12512036/26-stocks-moving-in-tuesdays-pre-market-session,Lisa Levin,2018-10-16 00:00:00,MS,1,2,0,1,0,0,1,1,1,0.5,1
857870,shares of morgan stanley are trading higher after the company reported q eps of beating the consensus estimate and sales of b beat the b consensus estimate,https://www.benzinga.com/markets/wiim/18/10/12511656/shares-of-morgan-stanley-are-trading-higher-after-the-company-reported-q,luke@benzinga.com,2018-10-16 00:00:00,MS,1,0,1,1,1,1,1,1,1,0.39885,0
857871,a peek into the markets us stock futures rise,https://www.benzinga.com/news/18/10/12511444/a-peek-into-the-markets-us-stock-futures-rise,Lisa Levin,2018-10-16 00:00:00,MS,1,2,1,1,1,1,1,1,1,0.5,1
857872,morgan stanley q eps beats estimate sales b beat b estimate,https://www.benzinga.com/news/earnings/18/10/12511215/morgan-stanley-q3-eps-1-17-beats-1-02-estimate-sales-9-872b-beat-9-56b-,Benzinga Newsdesk,2018-10-16 00:00:00,MS,1,2,1,0,0,0,1,1,1,0.5,1
857873, stocks to watch for october ,https://www.benzinga.com/news/earnings/18/10/12510683/12-stocks-to-watch-for-october-16-2018,Lisa Levin,2018-10-16 00:00:00,MS,1,2,0,0,0,0,1,1,1,0.5,1
857874,earnings scheduled for october ,https://www.benzinga.com/news/earnings/18/10/12510587/earnings-scheduled-for-october-16-2018,Lisa Levin,2018-10-16 00:00:00,MS,1,2,1,1,1,0,1,1,1,0.5,0
857875,morgan stanleys q earnings preview,https://www.benzinga.com/news/earnings-previews/18/10/12507675/morgan-stanleys-earnings-preview,Benzinga Newsdesk,2018-10-15 00:00:00,MS,1,2,1,1,1,1,1,1,1,0.5,1
857876,goldman sachs and morgan stanley to report earnings tomorrow amid wobbly markets,https://www.benzinga.com/news/earnings/18/10/12507324/goldman-sachs-and-morgan-stanley-to-report-earnings-tomorrow-amid-wobbl,JJ Kinahan,2018-10-15 00:00:00,MS,1,1,1,1,1,1,1,1,1,0.5,1
857877,the week ahead q earnings season canada decriminalizes cannabis,https://www.benzinga.com/news/18/10/12505868/the-week-ahead-q3-earnings-season-canada-decriminalizes-cannabis,Taylor Cox,2018-10-15 00:00:00,MS,1,2,1,1,1,0,1,1,1,0.5,1
857878,as new week begins markets still seem to be playing d amid host of earnings,https://www.benzinga.com/news/earnings/18/10/12505835/as-new-week-begins-markets-still-seem-to-be-playing-d-amid-host-of-earn,JJ Kinahan,2018-10-15 00:00:00,MS,1,2,1,1,1,1,1,1,1,0.60115,0
857879,a pros case for buying small caps financial stocks during selloff,https://www.benzinga.com/news/18/10/12499854/a-pros-case-for-buying-small-caps-financial-stocks-during-sell-off,Jayson Derrick,2018-10-12 00:00:00,MS,1,2,1,1,0,1,1,1,1,0.5,1
857880,stocks which set new week low yesterday october th,https://www.benzinga.com/trading-ideas/technicals/18/10/12499838/stocks-which-set-new-52-week-low-yesterday-october-11th,Benzinga Newsdesk,2018-10-12 00:00:00,MS,1,1,1,0,1,1,1,1,1,0.3634,0
857881,big bank q earnings roundup,https://www.benzinga.com/news/earnings/18/10/12498671/big-bank-q3-earnings-roundup,Jayson Derrick,2018-10-12 00:00:00,MS,1,2,1,1,1,0,1,1,1,0.5,1
857882,after wednesday washout comeback might be in store as rates ease data support,https://www.benzinga.com/news/earnings/18/10/12492727/after-wednesday-wash-out-comeback-might-be-in-store-as-rates-ease-data-,JJ Kinahan,2018-10-11 00:00:00,MS,1,1,1,1,1,1,1,1,1,0.81845,1
857883,stocks which set new week low yesterday october th,https://www.benzinga.com/trading-ideas/technicals/18/10/12492056/stocks-which-set-new-52-week-low-yesterday-october-10th,Benzinga Newsdesk,2018-10-11 00:00:00,MS,1,1,1,0,1,1,1,1,1,0.3634,1
857884,a big bank q preview can earnings help stocks break out of lackluster phase,https://www.benzinga.com/news/earnings/18/10/12462502/a-big-bank-q3-preview-can-earnings-help-stocks-break-out-of-lackluster-,Shanthi Rexaline,2018-10-10 00:00:00,MS,1,0,1,0,1,0,1,1,1,0.70095,1
857885,stocks that made new week lows so far today include goldman sachs morgan stanley ebay international paper westrock quanta services ppg industries vulcan materials illinois tool works pentair affiliated managers group and goodyear tire,https://www.benzinga.com/trading-ideas/technicals/18/10/12487246/stocks-that-made-new-52-week-lows-so-far-today-include-goldm,Benzinga Newsdesk,2018-10-10 00:00:00,MS,1,1,1,1,1,1,1,1,1,0.39885,1
857886,stocks which set new week low yesterday october th,https://www.benzinga.com/trading-ideas/technicals/18/10/12485434/stocks-which-set-new-52-week-low-yesterday-october-9th,Benzinga Newsdesk,2018-10-10 00:00:00,MS,1,1,1,0,1,1,1,1,1,0.3634,1
857887,stocks which set new week low yesterday october nd,https://www.benzinga.com/trading-ideas/technicals/18/10/12452035/stocks-which-set-new-52-week-low-yesterday-october-2nd,Benzinga Newsdesk,2018-10-03 00:00:00,MS,1,1,1,0,1,1,1,1,1,0.3634,0
857888, biggest price target changes for tuesday,https://www.benzinga.com/analyst-ratings/price-target/18/10/12441290/10-biggest-price-target-changes-for-tuesday,Lisa Levin,2018-10-02 00:00:00,MS,1,2,0,1,0,0,1,0,1,0.5,0
857889,benzingas top upgrades downgrades for october ,https://www.benzinga.com/analyst-ratings/upgrades/18/10/12441281/benzingas-top-upgrades-downgrades-for-october-2-2018,Lisa Levin,2018-10-02 00:00:00,MS,1,1,1,1,1,1,1,1,1,0.60115,1
857890,hsbc downgrades morgan stanley to hold,https://www.benzinga.com/news/18/10/12439291/hsbc-downgrades-morgan-stanley-to-hold,Benzinga Newsdesk,2018-10-02 00:00:00,MS,1,1,0,0,0,0,1,1,1,0.5,0
857891,hsbc downgrades morgan stanley to hold from buy lowers price target to from ,https://www.benzinga.com/analyst-ratings/downgrades/18/10/12438926/hsbc-downgrades-morgan-stanley-to-hold-from-buy-lowers-pri,Charles Gross,2018-10-02 00:00:00,MS,1,2,1,1,1,0,1,1,1,0.436,1
857892,flat yield curve geopolitical uncertainty weighing on financials ahead of q earnings,https://www.benzinga.com/news/earnings/18/10/12434944/flat-yield-curve-geopolitical-uncertainty-weighing-on-financials-ahead-,JJ Kinahan,2018-10-01 00:00:00,MS,1,1,1,0,1,1,1,1,1,0.32999999999999996,1
857893,hearing morgan stanley said to prepare for bitcoin swap trading,https://www.benzinga.com/markets/cryptocurrency/18/09/12347966/hearing-morgan-stanley-said-to-prepare-for-bitcoin-swap-tradin,Benzinga_Newsdesk,2018-09-13 00:00:00,MS,1,2,1,1,1,1,1,1,1,0.5,0
857894,seeing upward movement in us banking and financial services stocks financial select sector spdr etf up morgan stanley up goldman sachs up citigroup up jpmorgan chase up bank of america up wells fargo up ,https://www.benzinga.com/news/18/08/12264237/seeing-upward-movement-in-us-banking-and-financial-services-stocks-financial-sel,Benzinga Newsdesk,2018-08-27 00:00:00,MS,1,0,1,1,1,1,1,1,1,0.625,0
857895,musk tesla will remain public,https://www.benzinga.com/news/18/08/12260492/musk-tesla-will-remain-public,Dustin Blitchok,2018-08-25 00:00:00,MS,1,2,0,1,0,0,1,1,1,0.5,1
857896,q f roundup how buffett einhorn loeb and others adjusted their portfolio,https://www.benzinga.com/general/hedge-funds/18/08/12209541/q2-13f-roundup-how-buffett-einhorn-loeb-and-others-adjusted-their,Wayne Duggan,2018-08-15 00:00:00,MS,1,2,1,1,1,1,1,1,1,0.5,0
857897,tudor investment corp f shows new k share stake in morgan stanley,https://www.benzinga.com/news/18/08/12204083/tudor-investment-corp-13f-shows-new-59-994k-share-stake-in-morgan-stanley,Benzinga Newsdesk,2018-08-14 00:00:00,MS,1,2,1,1,1,1,1,1,1,0.648,0
857898,morgan stanley tlfi continues descent for second consecutive update,https://www.benzinga.com/news/18/08/12185476/morgan-stanley-tlfi-continues-descent-for-second-consecutive-update,FreightWaves,2018-08-10 00:00:00,MS,1,1,1,1,1,1,1,1,1,0.5,0
857899, stocks in bullish uptrends this week,https://www.benzinga.com/trading-ideas/long-ideas/18/07/12103444/4-stocks-in-bullish-uptrends-this-week,VantagePoint,2018-07-31 00:00:00,MS,1,0,1,1,1,1,1,1,1,0.5,1
857900,stocks trading ex dividend for mon jul ,https://www.benzinga.com/news/18/07/12097793/stocks-trading-ex-dividend-for-mon-jul-30-2018,Benzinga Newsdesk,2018-07-30 00:00:00,MS,1,2,1,1,1,1,1,1,1,0.5,0
857901,citigroup maintains neutral on morgan stanley lowers price target to ,https://www.benzinga.com/news/18/07/12049907/citigroup-maintains-neutral-on-morgan-stanley-lowers-price-target-to-56,Vick Meyer,2018-07-20 00:00:00,MS,1,2,1,1,1,1,1,1,1,0.436,0
857902,wall street appears set for a pause after recent gains,https://www.benzinga.com/news/earnings/18/07/12044708/wall-street-appears-set-for-a-pause-after-recent-gains,JJ Kinahan,2018-07-19 00:00:00,MS,1,1,1,1,1,0,1,1,1,0.67,1
857903,benzingas top upgrades downgrades for july ,https://www.benzinga.com/analyst-ratings/upgrades/18/07/12043942/benzingas-top-upgrades-downgrades-for-july-19-2018,Lisa Levin,2018-07-19 00:00:00,MS,1,1,1,1,1,1,1,1,1,0.60115,0
857904,bernstein upgrades morgan stanley to market perform,https://www.benzinga.com/news/18/07/12042965/bernstein-upgrades-morgan-stanley-to-market-perform,Benzinga_Newsdesk,2018-07-19 00:00:00,MS,1,2,1,1,1,1,1,1,1,0.5,0
857905,midafternoon market update dow rises points precipio shares spike higher,https://www.benzinga.com/news/18/07/12039323/mid-afternoon-market-update-dow-rises-75-points-precipio-shares-spike-higher,Lisa Levin,2018-07-18 00:00:00,MS,1,0,1,1,1,1,1,1,1,0.648,0
857906, stocks moving in wednesdays midday session,https://www.benzinga.com/news/18/07/12038735/42-stocks-moving-in-wednesdays-mid-day-session,Lisa Levin,2018-07-18 00:00:00,MS,1,2,0,0,0,0,1,1,1,0.5,1
857907,midday market update healthcare services falls after q miss counterpath shares climb,https://www.benzinga.com/news/18/07/12038649/mid-day-market-update-healthcare-services-falls-after-q2-miss-counterpath-shares,Lisa Levin,2018-07-18 00:00:00,MS,1,1,1,1,1,0,1,1,1,0.57655,0
857908,midmorning market update markets mixed morgan stanley beats q estimates,https://www.benzinga.com/news/18/07/12037644/mid-morning-market-update-markets-mixed-morgan-stanley-beats-q2-estimates,Lisa Levin,2018-07-18 00:00:00,MS,1,1,1,1,1,1,1,1,1,0.5,1
857909,earnings season off to good but not great start as morgan stanley reports,https://www.benzinga.com/news/earnings/18/07/12037324/earnings-season-off-to-good-but-not-great-start-as-morgan-stanley-repor,JJ Kinahan,2018-07-18 00:00:00,MS,1,0,1,1,1,1,1,1,1,0.22954999999999998,0
857910,benzinga pros stocks to watch today,https://www.benzinga.com/news/18/07/12036536/benzinga-pros-5-stocks-to-watch-today,Jayson Derrick,2018-07-18 00:00:00,MS,1,2,1,1,1,0,1,1,1,0.5,1
857911, stocks moving in wednesdays premarket session,https://www.benzinga.com/news/18/07/12036398/28-stocks-moving-in-wednesdays-pre-market-session,Lisa Levin,2018-07-18 00:00:00,MS,1,2,0,1,0,0,1,1,1,0.5,0
857912,morgan stanley q eps beats estimate sales b beat b estimate,https://www.benzinga.com/news/earnings/18/07/12035799/morgan-stanley-q2-eps-1-30-beats-1-11-estimate-sales-10-6b-beat-10-1b-e,Benzinga Newsdesk,2018-07-18 00:00:00,MS,1,2,1,0,0,0,1,1,1,0.5,0
857913,a peek into the markets us stock futures flat morgan stanley earnings in focus,https://www.benzinga.com/news/18/07/12035773/a-peek-into-the-markets-us-stock-futures-flat-morgan-stanley-earnings-in-focus,Lisa Levin,2018-07-18 00:00:00,MS,1,2,1,0,1,1,1,1,1,0.5,0
857914,morgan stanley q earnings expected to be out at am edt shares up ahead of report,https://www.benzinga.com/news/earnings/18/07/12035744/morgan-stanley-q2-earnings-expected-to-be-out-at-6-55-a-m-edt-shares-up,Benzinga Newsdesk,2018-07-18 00:00:00,MS,1,2,1,1,1,0,1,1,1,0.648,0
857915, stocks to watch for july ,https://www.benzinga.com/news/earnings/18/07/12035587/11-stocks-to-watch-for-july-18-2018,Lisa Levin,2018-07-18 00:00:00,MS,1,2,1,1,1,1,1,1,1,0.5,1
857916,earnings scheduled for july ,https://www.benzinga.com/news/earnings/18/07/12035472/earnings-scheduled-for-july-18-2018,Lisa Levin,2018-07-18 00:00:00,MS,1,2,1,1,1,1,1,1,1,0.5,1
857917,morgan stanley q earnings preview,https://www.benzinga.com/news/earnings-previews/18/07/12032442/a-preview-of-morgan-stanleys-earnings,Benzinga Newsdesk,2018-07-17 00:00:00,MS,1,2,1,1,1,1,1,1,1,0.5,1
857918,feds powell says no negotiations or haggling with goldman sachs morgan stanley over stress test results,https://www.benzinga.com/federal-reserve/18/07/12030911/feds-powell-says-no-negotiations-or-haggling-with-goldman-sachs-morga,Benzinga_Newsdesk,2018-07-17 00:00:00,MS,1,2,1,0,0,1,1,1,1,0.19379999999999997,0
857919,the week ahead netflix earnings comiccon ipo thursday and more,https://www.benzinga.com/news/earnings/18/07/12025615/the-week-ahead-netflix-earnings-comic-con-ipo-thursday-and-more,Taylor Cox,2018-07-16 00:00:00,MS,1,2,1,1,1,0,1,1,1,0.5,1
857920,earnings preview healthcare giant johnson johnson set to report tuesday morning,https://www.benzinga.com/news/earnings/18/07/12024093/earnings-preview-healthcare-giant-johnson-johnson-set-to-report-tuesday,JJ Kinahan,2018-07-16 00:00:00,MS,1,1,1,0,1,1,1,1,1,0.5,1
857921,back to banks more financial results in ahead of powell testimony later this week,https://www.benzinga.com/news/earnings/18/07/12023964/back-to-banks-more-financial-results-in-ahead-of-powell-testimony-later,JJ Kinahan,2018-07-16 00:00:00,MS,1,2,1,0,1,1,1,1,1,0.5,0
857922,round two of bank earnings coming up with bank of america goldman sachs and morgan stanley,https://www.benzinga.com/news/earnings/18/07/12023635/round-two-of-bank-earnings-coming-up-with-bank-of-america-goldman-sachs,JJ Kinahan,2018-07-16 00:00:00,MS,1,0,1,1,1,0,1,1,1,0.5,0
857923,amid earnings some love for leveraged bank etf,https://www.benzinga.com/news/earnings/18/07/12015612/ahead-of-earnings-some-love-for-leveraged-bank-etf,ETF Professor,2018-07-13 00:00:00,MS,1,0,1,0,1,1,1,1,1,0.81845,1
857924,bank earnings jpmorgan wells fargo and citigroup are slated to report friday morning,https://www.benzinga.com/news/earnings/18/07/12013550/bank-earnings-jpmorgan-wells-fargo-and-citigroup-are-slated-to-report-f,JJ Kinahan,2018-07-12 00:00:00,MS,1,2,1,0,1,1,1,1,1,0.625,1
857925,your big bank q earnings cheat sheet watch for loan activity,https://www.benzinga.com/news/earnings/18/07/12007021/your-big-bank-q2-earnings-cheat-sheet-watch-for-loan-activity,Shanthi Rexaline,2018-07-12 00:00:00,MS,1,2,0,0,0,0,1,1,1,0.2706,1
